Rx:0-10:05:00.120-01 0E 3A 00 02 02 BB 01 11
Tx:1643-10:18:41.913-02 55 00 00 00 00 00 00 00
Rx:1644-10:18:42.120-01 0C A6 01 4D 03 95 00 D6
Tx:1645-10:18:42.123-01 55 00 00 00 00 00 00 00
Rx:1646-10:18:43.640-02 0C B4 01 47 03 9A 00 D6
Tx:1647-10:18:43.643-02 55 00 00 00 00 00 00 00
Rx:1648-10:18:44.910-01 0C B6 01 4C 03 96 00 D3
Tx:1649-10:18:44.913-01 55 00 00 00 00 00 00 00
Rx:1650-10:18:45.120-02 0C AC 01 52 03 95 00 D3
Tx:1651-10:18:45.123-02 55 00 00 00 00 00 00 00
Rx:1652-10:18:46.640-01 0C B5 01 51 03 9A 00 D0
Tx:1653-10:18:46.643-01 55 00 00 00 00 00 00 00
Rx:1654-10:18:47.910-02 0C AB 01 40 03 96 00 D6
Tx:1655-10:18:47.913-02 55 00 00 00 00 00 00 00
Rx:1656-10:18:48.120-01 0C B7 01 44 03 96 00 CF
Tx:1657-10:18:48.123-01 55 00 00 00 00 00 00 00
Rx:1658-10:18:49.640-02 0C C0 01 41 03 95 00 D2
Tx:1659-10:18:49.643-02 55 00 00 00 00 00 00 00
Rx:1660-10:18:50.910-01 0C B0 01 3E 03 91 00 D0
Tx:1661-10:18:50.913-01 55 00 00 00 00 00 00 00
Rx:1662-10:18:51.120-02 0C BB 01 33 03 97 00 D4
Tx:1663-10:18:51.123-02 55 00 00 00 00 00 00 00
Rx:1664-10:18:52.640-01 0C BE 01 44 03 98 00 D3
Tx:1665-10:18:52.643-01 55 00 00 00 00 00 00 00
Rx:1666-10:18:53.910-02 0C B3 01 26 03 92 00 D5
Tx:1667-10:18:53.913-02 55 00 00 00 00 00 00 00
Rx:1668-10:18:54.120-01 0C C2 01 28 03 99 00 CE
Tx:1669-10:18:54.123-01 55 00 00 00 00 00 00 00
Rx:1670-10:18:55.640-02 0C C4 01 33 03 94 00 CF
Tx:1671-10:18:55.643-02 55 00 00 00 00 00 00 00
Rx:1672-10:18:56.910-01 0C BC 01 17 03 8F 00 D5
Tx:1673-10:18:56.913-01 55 00 00 00 00 00 00 00
Rx:1674-10:18:57.120-02 0C BD 01 10 03 96 00 D1
Tx:1675-10:18:57.123-02 55 00 00 00 00 00 00 00
Rx:1676-10:18:58.640-01 0C C6 01 25 03 97 00 D2
Tx:1677-10:18:58.643-01 55 00 00 00 00 00 00 00
Rx:1678-10:18:59.910-02 0C CD 01 2A 03 92 00 D2
Tx:1679-10:18:59.913-02 55 00 00 00 00 00 00 00
Rx:1680-10:19:00.120-01 0C C9 01 0C 03 97 00 D5
Tx:1681-10:19:00.123-01 55 00 00 00 00 00 00 00
Rx:1682-10:19:01.640-02 0C CE 01 02 03 93 00 D5
Tx:1683-10:19:01.643-02 55 00 00 00 00 00 00 00
Rx:1684-10:19:02.910-01 0C C8 01 11 03 8E 00 D5
Tx:1685-10:19:02.913-01 55 00 00 00 00 00 00 00
Rx:1686-10:19:03.120-02 0C CD 01 0C 03 92 00 CF
Tx:1687-10:19:03.123-02 55 00 00 00 00 00 00 00
Rx:1688-10:19:04.640-01 0C D3 01 15 03 8D 00 D1
Tx:1689-10:19:04.643-01 55 00 00 00 00 00 00 00
Rx:1690-10:19:05.910-02 0C C6 00 F6 03 91 00 D0
Tx:1691-10:19:05.913-02 55 00 00 00 00 00 00 00
Rx:1692-10:19:06.120-01 0C C6 01 11 03 93 00 D4
Tx:1693-10:19:06.123-01 55 00 00 00 00 00 00 00
Rx:1694-10:19:07.640-02 0C DA 00 EA 03 91 00 D1
Tx:1695-10:19:07.643-02 55 00 00 00 00 00 00 00
Rx:1696-10:19:08.910-01 0C D2 00 FA 03 91 00 D3
Tx:1697-10:19:08.913-01 55 00 00 00 00 00 00 00
Rx:1698-10:19:09.120-02 0C DA 00 E5 03 92 00 D3
Tx:1699-10:19:09.123-02 55 00 00 00 00 00 00 00
Rx:1700-10:19:10.640-01 0C CC 00 F2 03 90 00 D2
Tx:1701-10:19:10.643-01 55 00 00 00 00 00 00 00
Rx:1702-10:19:11.910-02 0C DF 00 E1 03 91 00 D5
Tx:1703-10:19:11.913-02 55 00 00 00 00 00 00 00
Rx:1704-10:19:12.120-01 0C D9 00 DA 03 8E 00 D5
Tx:1705-10:19:12.123-01 55 00 00 00 00 00 00 00
Rx:1706-10:19:13.640-02 0C D5 00 EC 03 93 00 D3
Tx:1707-10:19:13.643-02 55 00 00 00 00 00 00 00
Rx:1708-10:19:14.910-01 0C D5 00 E8 03 8A 00 D4
Tx:1709-10:19:14.913-01 55 00 00 00 00 00 00 00
Rx:1710-10:19:15.120-02 0C E7 00 DD 03 91 00 D2
Tx:1711-10:19:15.123-02 55 00 00 00 00 00 00 00
Rx:1712-10:19:16.640-01 0C DA 00 EE 03 89 00 D1
Tx:1713-10:19:16.643-01 55 00 00 00 00 00 00 00
Rx:1714-10:19:17.910-02 0C E4 00 CE 03 8C 00 D1
Tx:1715-10:19:17.913-02 55 00 00 00 00 00 00 00
Rx:1716-10:19:18.120-01 0C EB 00 E0 03 8C 00 D4
Tx:1717-10:19:18.123-01 55 00 00 00 00 00 00 00
Rx:1718-10:19:19.640-02 0C DE 00 D1 03 8F 00 D1
Tx:1719-10:19:19.643-02 55 00 00 00 00 00 00 00
Rx:1720-10:19:20.910-01 0C EE 00 D0 03 8B 00 D2
Tx:1721-10:19:20.913-01 55 00 00 00 00 00 00 00
Rx:1722-10:19:21.120-02 0C F2 00 DD 03 88 00 D0
Tx:1723-10:19:21.123-02 55 00 00 00 00 00 00 00
Rx:1724-10:19:22.640-01 0C E7 00 CA 03 8A 00 D4
Tx:1725-10:19:22.643-01 55 00 00 00 00 00 00 00
Rx:1726-10:19:23.910-02 0C EB 00 BB 03 88 00 D7
Tx:1727-10:19:23.913-02 55 00 00 00 00 00 00 00
Rx:1728-10:19:24.120-01 0C E6 00 CF 03 8D 00 D6
Tx:1729-10:19:24.123-01 55 00 00 00 00 00 00 00
Rx:1730-10:19:25.640-02 0C F4 00 C2 03 8A 00 D7
Tx:1731-10:19:25.643-02 55 00 00 00 00 00 00 00
Rx:1732-10:19:26.910-01 0C F7 00 C0 03 8A 00 D1
Tx:1733-10:19:26.913-01 55 00 00 00 00 00 00 00
Rx:1734-10:19:27.120-02 0C FA 00 C7 03 8D 00 D1
Tx:1735-10:19:27.123-02 55 00 00 00 00 00 00 00
Rx:1736-10:19:28.640-01 0C F9 00 B6 03 89 00 D6
Tx:1737-10:19:28.643-01 55 00 00 00 00 00 00 00
Rx:1738-10:19:29.910-02 0C FF 00 A1 03 8A 00 D5
Tx:1739-10:19:29.913-02 55 00 00 00 00 00 00 00
Rx:1740-10:19:30.120-01 0C F2 00 C2 03 84 00 D2
Tx:1741-10:19:30.123-01 55 00 00 00 00 00 00 00
Rx:1742-10:19:31.640-02 0C FC 00 A9 03 8C 00 D8
Tx:1743-10:19:31.643-02 55 00 00 00 00 00 00 00
Rx:1744-10:19:32.910-01 0D 07 00 96 03 8C 00 D4
Tx:1745-10:19:32.913-01 55 00 00 00 00 00 00 00
Rx:1746-10:19:33.120-02 0C FD 00 AD 03 88 00 D2
Tx:1747-10:19:33.123-02 55 00 00 00 00 00 00 00
Rx:1748-10:19:34.640-01 0D 04 00 A3 03 88 00 D9
Tx:1749-10:19:34.643-01 55 00 00 00 00 00 00 00
Rx:1750-10:19:35.910-02 0C FC 00 B1 03 8A 00 DA
Tx:1751-10:19:35.913-02 55 00 00 00 00 00 00 00
Rx:1752-10:19:36.120-01 0D 09 00 A8 03 88 00 D5
Tx:1753-10:19:36.123-01 55 00 00 00 00 00 00 00
Rx:1754-10:19:37.640-02 0D 00 00 9F 03 86 00 D5
Tx:1755-10:19:37.643-02 55 00 00 00 00 00 00 00
Rx:1756-10:19:38.910-01 0D 03 00 9B 03 8A 00 DA
Tx:1757-10:19:38.913-01 55 00 00 00 00 00 00 00
Rx:1758-10:19:39.120-02 0D 03 00 A6 03 88 00 D6
Tx:1759-10:19:39.123-02 55 00 00 00 00 00 00 00
Rx:1760-10:19:40.640-01 0D 0B 00 82 03 87 00 DB
Tx:1761-10:19:40.643-01 55 00 00 00 00 00 00 00
Rx:1762-10:19:41.910-02 0D 12 00 A0 03 89 00 D5
Tx:1763-10:19:41.913-02 55 00 00 00 00 00 00 00
Rx:1764-10:19:42.120-01 0D 0F 00 83 03 84 00 D8
Tx:1765-10:19:42.123-01 55 00 00 00 00 00 00 00
Rx:1766-10:19:43.640-02 0D 14 00 76 03 7F 00 D9
Tx:1767-10:19:43.643-02 55 00 00 00 00 00 00 00
Rx:1768-10:19:44.910-01 0D 0E 00 81 03 7F 00 DB
Tx:1769-10:19:44.913-01 55 00 00 00 00 00 00 00
Rx:1770-10:19:45.120-02 0D 22 00 7F 03 87 00 D9
Tx:1771-10:19:45.123-02 55 00 00 00 00 00 00 00
Rx:1772-10:19:46.640-01 0D 16 00 8D 03 7F 00 D6
Tx:1773-10:19:46.643-01 55 00 00 00 00 00 00 00
Rx:1774-10:19:47.910-02 0D 1D 00 78 03 82 00 D6
Tx:1775-10:19:47.913-02 55 00 00 00 00 00 00 00
Rx:1776-10:19:48.120-01 0D 22 00 79 03 7F 00 DB
Tx:1777-10:19:48.123-01 55 00 00 00 00 00 00 00
Rx:1778-10:19:49.640-02 0D 18 00 73 03 84 00 DB
Tx:1779-10:19:49.643-02 55 00 00 00 00 00 00 00
Rx:1780-10:19:50.910-01 0D 19 00 85 03 7E 00 D8
Tx:1781-10:19:50.913-01 55 00 00 00 00 00 00 00
Rx:1782-10:19:51.120-02 0D 20 00 73 03 7F 00 DB
Tx:1783-10:19:51.123-02 55 00 00 00 00 00 00 00
Rx:1784-10:19:52.640-01 0D 1E 00 61 03 7F 00 D8
Tx:1785-10:19:52.643-01 55 00 00 00 00 00 00 00
Rx:1786-10:19:53.910-02 0D 29 00 5A 03 80 00 D7
Tx:1787-10:19:53.913-02 55 00 00 00 00 00 00 00
Rx:1788-10:19:54.120-01 0D 33 00 5D 03 7B 00 D8
Tx:1789-10:19:54.123-01 55 00 00 00 00 00 00 00
Rx:1790-10:19:55.640-02 0D 34 00 54 03 80 00 D9
Tx:1791-10:19:55.643-02 55 00 00 00 00 00 00 00
Rx:1792-10:19:56.910-01 0D 39 00 60 03 81 00 DE
Tx:1793-10:19:56.913-01 55 00 00 00 00 00 00 00
Rx:1794-10:19:57.120-02 0D 2A 00 59 03 81 00 DC
Tx:1795-10:19:57.123-02 55 00 00 00 00 00 00 00
Rx:1796-10:19:58.640-01 0D 2B 00 68 03 7F 00 D8
Tx:1797-10:19:58.643-01 55 00 00 00 00 00 00 00
Rx:1798-10:19:59.910-02 0D 3E 00 66 03 7D 00 DD
Tx:1799-10:19:59.913-02 55 00 00 00 00 00 00 00
Rx:1800-10:20:00.120-01 0D 43 00 4F 03 81 00 DB
Tx:1801-10:20:00.123-01 55 00 00 00 00 00 00 00
Rx:1802-10:20:01.640-02 0D 3E 00 5E 03 7E 00 DE
Tx:1803-10:20:01.643-02 55 00 00 00 00 00 00 00
Rx:1804-10:20:02.910-01 0D 47 00 44 03 7A 00 DF
Tx:1805-10:20:02.913-01 55 00 00 00 00 00 00 00
Rx:1806-10:20:03.120-02 0D 39 00 59 03 7B 00 DC
Tx:1807-10:20:03.123-02 55 00 00 00 00 00 00 00
Rx:1808-10:20:04.640-01 0D 46 00 43 03 7B 00 E0
Tx:1809-10:20:04.643-01 55 00 00 00 00 00 00 00
Rx:1810-10:20:05.910-02 0D 43 00 3C 03 77 00 DC
Tx:1811-10:20:05.913-02 55 00 00 00 00 00 00 00
Rx:1812-10:20:06.120-01 0D 41 00 4E 03 78 00 DF
Tx:1813-10:20:06.123-01 55 00 00 00 00 00 00 00
Rx:1814-10:20:07.640-02 0D 50 00 4D 03 79 00 DD
Tx:1815-10:20:07.643-02 55 00 00 00 00 00 00 00
Rx:1816-10:20:08.910-01 0D 43 00 4B 03 7B 00 E3
Tx:1817-10:20:08.913-01 55 00 00 00 00 00 00 00
Rx:1818-10:20:09.120-02 0D 49 00 50 03 79 00 E3
Tx:1819-10:20:09.123-02 55 00 00 00 00 00 00 00
Rx:1820-10:20:10.640-01 0D 57 00 3F 03 75 00 E2
Tx:1821-10:20:10.643-01 55 00 00 00 00 00 00 00
Rx:1822-10:20:11.910-02 0D 54 00 33 03 78 00 DE
Tx:1823-10:20:11.913-02 55 00 00 00 00 00 00 00
Rx:1824-10:20:12.120-01 0D 56 00 30 03 75 00 DE
Tx:1825-10:20:12.123-01 55 00 00 00 00 00 00 00
Rx:1826-10:20:13.640-02 0D 5D 00 38 03 7B 00 DE
Tx:1827-10:20:13.643-02 55 00 00 00 00 00 00 00
Rx:1828-10:20:14.910-01 0D 56 00 39 03 75 00 DF
Tx:1829-10:20:14.913-01 55 00 00 00 00 00 00 00
Rx:1830-10:20:15.120-02 0D 5A 00 46 03 77 00 E0
Tx:1831-10:20:15.123-02 55 00 00 00 00 00 00 00
Rx:1832-10:20:16.640-01 0D 57 00 37 03 78 00 E0
Tx:1833-10:20:16.643-01 55 00 00 00 00 00 00 00
Rx:1834-10:20:17.910-02 0D 5A 00 41 03 78 00 E2
Tx:1835-10:20:17.913-02 55 00 00 00 00 00 00 00
Rx:1836-10:20:18.120-01 0D 66 00 2F 03 74 00 DF
Tx:1837-10:20:18.123-01 55 00 00 00 00 00 00 00
Rx:1838-10:20:19.640-02 0D 6D 00 44 03 73 00 E3
Tx:1839-10:20:19.643-02 55 00 00 00 00 00 00 00
Rx:1840-10:20:20.910-01 0D 65 00 3D 03 76 00 E5
Tx:1841-10:20:20.913-01 55 00 00 00 00 00 00 00
Rx:1842-10:20:21.120-02 0D 72 00 3E 03 78 00 E2
Tx:1843-10:20:21.123-02 55 00 00 00 00 00 00 00
Rx:1844-10:20:22.640-01 0D 71 00 31 03 77 00 E8
Tx:1845-10:20:22.643-01 55 00 00 00 00 00 00 00
Rx:1846-10:20:23.910-02 0D 79 00 26 03 75 00 E4
Tx:1847-10:20:23.913-02 55 00 00 00 00 00 00 00
Rx:1848-10:20:24.120-01 0D 78 00 37 03 70 00 E6
Tx:1849-10:20:24.123-01 55 00 00 00 00 00 00 00
Rx:1850-10:20:25.640-02 0D 79 00 23 03 6F 00 E1
Tx:1851-10:20:25.643-02 55 00 00 00 00 00 00 00
Rx:1852-10:20:26.910-01 0D 7C 00 2C 03 75 00 E5
Tx:1853-10:20:26.913-01 55 00 00 00 00 00 00 00
Rx:1854-10:20:27.120-02 0D 7D 00 29 03 73 00 E5
Tx:1855-10:20:27.123-02 55 00 00 00 00 00 00 00
Rx:1856-10:20:28.640-01 0D 74 00 37 03 72 00 E6
Tx:1857-10:20:28.643-01 55 00 00 00 00 00 00 00
Rx:1858-10:20:29.910-02 0D 84 00 18 03 73 00 E6
Tx:1859-10:20:29.913-02 55 00 00 00 00 00 00 00
Rx:1860-10:20:30.120-01 0D 87 00 23 03 73 00 EB
Tx:1861-10:20:30.123-01 55 00 00 00 00 00 00 00
Rx:1862-10:20:31.640-02 0D 81 00 16 03 6E 00 E7
Tx:1863-10:20:31.643-02 55 00 00 00 00 00 00 00
Rx:1864-10:20:32.910-01 0D 84 00 1C 03 6D 00 EC
Tx:1865-10:20:32.913-01 55 00 00 00 00 00 00 00
Rx:1866-10:20:33.120-02 0D 89 00 0F 03 6F 00 EA
Tx:1867-10:20:33.123-02 55 00 00 00 00 00 00 00
Rx:1868-10:20:34.640-01 0D 8A 00 19 03 69 00 E9
Tx:1869-10:20:34.643-01 55 00 00 00 00 00 00 00
Rx:1870-10:20:35.910-02 0D 93 00 1B 03 6B 00 EB
Tx:1871-10:20:35.913-02 55 00 00 00 00 00 00 00
Rx:1872-10:20:36.120-01 0D 92 00 14 03 6A 00 EA
Tx:1873-10:20:36.123-01 55 00 00 00 00 00 00 00
Rx:1874-10:20:37.640-02 0D 9C 00 29 03 6D 00 EA
Tx:1875-10:20:37.643-02 55 00 00 00 00 00 00 00
Rx:1876-10:20:38.910-01 0D 9E 00 1B 03 6B 00 E9
Tx:1877-10:20:38.913-01 55 00 00 00 00 00 00 00
Rx:1878-10:20:39.120-02 0D 9C 00 27 03 68 00 E7
Tx:1879-10:20:39.123-02 55 00 00 00 00 00 00 00
Rx:1880-10:20:40.640-01 0D 94 00 0F 03 6C 00 E8
Tx:1881-10:20:40.643-01 55 00 00 00 00 00 00 00
Rx:1882-10:20:41.910-02 0D A7 00 08 03 6B 00 ED
Tx:1883-10:20:41.913-02 55 00 00 00 00 00 00 00
Rx:1884-10:20:42.120-01 0D A5 00 11 03 6C 00 ED
Tx:1885-10:20:42.123-01 55 00 00 00 00 00 00 00
Rx:1886-10:20:43.640-02 0D A2 00 22 03 6F 00 F0
Tx:1887-10:20:43.643-02 55 00 00 00 00 00 00 00
Rx:1888-10:20:44.910-01 0D AD 00 15 03 6B 00 EA
Tx:1889-10:20:44.913-01 55 00 00 00 00 00 00 00
Rx:1890-10:20:45.120-02 0D A3 00 09 03 69 00 EE
Tx:1891-10:20:45.123-02 55 00 00 00 00 00 00 00
Rx:1892-10:20:46.640-01 0D AF 00 06 03 6C 00 F1
Tx:1893-10:20:46.643-01 55 00 00 00 00 00 00 00
Rx:1894-10:20:47.910-02 0D B7 00 20 03 6C 00 EC
Tx:1895-10:20:47.913-02 55 00 00 00 00 00 00 00
Rx:1896-10:20:48.120-01 0D B0 00 03 03 66 00 F1
Tx:1897-10:20:48.123-01 55 00 00 00 00 00 00 00
Rx:1898-10:20:49.640-02 0D BE 00 01 03 6B 00 F3
Tx:1899-10:20:49.643-02 55 00 00 00 00 00 00 00
Rx:1900-10:20:50.910-01 0D B5 00 02 03 6A 00 EF
Tx:1901-10:20:50.913-01 55 00 00 00 00 00 00 00
Rx:1902-10:20:51.120-02 0D BD 00 00 03 63 00 F5
Tx:1903-10:20:51.123-02 55 00 00 00 00 00 00 00
Rx:1904-10:20:52.640-01 0D B5 00 16 03 69 00 F1
Tx:1905-10:20:52.643-01 55 00 00 00 00 00 00 00
Rx:1906-10:20:53.910-02 0D C5 00 0F 03 66 00 F0
Tx:1907-10:20:53.913-02 55 00 00 00 00 00 00 00
Rx:1908-10:20:54.120-01 0D C7 00 14 03 63 00 F6
Tx:1909-10:20:54.123-01 55 00 00 00 00 00 00 00
Rx:1910-10:20:55.640-02 0D C4 00 0A 03 67 00 F3
Tx:1911-10:20:55.643-02 55 00 00 00 00 00 00 00
Rx:1912-10:20:56.910-01 0D C7 00 18 03 69 00 F1
Tx:1913-10:20:56.913-01 55 00 00 00 00 00 00 00
Rx:1914-10:20:57.120-02 0D C9 00 08 03 5F 00 F1
Tx:1915-10:20:57.123-02 55 00 00 00 00 00 00 00
Rx:1916-10:20:58.640-01 0D D3 FF F9 03 62 00 F8
Tx:1917-10:20:58.643-01 55 00 00 00 00 00 00 00
Rx:1918-10:20:59.910-02 0D D8 00 16 03 63 00 F8
Tx:1919-10:20:59.913-02 55 00 00 00 00 00 00 00
Rx:1920-10:21:00.120-01 0D D0 00 01 03 63 00 F9
Tx:1921-10:21:00.123-01 55 00 00 00 00 00 00 00
Rx:1922-10:21:01.640-02 0D D2 FF FC 03 5F 00 F6
Tx:1923-10:21:01.643-02 55 00 00 00 00 00 00 00
Rx:1924-10:21:02.910-01 0D DF 00 01 03 61 00 F6
Tx:1925-10:21:02.913-01 55 00 00 00 00 00 00 00
Rx:1926-10:21:03.120-02 0D DF 00 00 03 64 00 F6
Tx:1927-10:21:03.123-02 55 00 00 00 00 00 00 00
Rx:1928-10:21:04.640-01 0D D4 00 13 03 5C 00 F7
Tx:1929-10:21:04.643-01 55 00 00 00 00 00 00 00
Rx:1930-10:21:05.910-02 0D E3 FF F4 03 65 00 F7
Tx:1931-10:21:05.913-02 55 00 00 00 00 00 00 00
Rx:1932-10:21:06.120-01 0D E1 00 05 03 5D 00 FC
Tx:1933-10:21:06.123-01 55 00 00 00 00 00 00 00
Rx:1934-10:21:07.640-02 0D EF FF FA 03 5E 00 FE
Tx:1935-10:21:07.643-02 55 00 00 00 00 00 00 00
Rx:1936-10:21:08.910-01 0D EE 00 07 03 62 00 FE
Tx:1937-10:21:08.913-01 55 00 00 00 00 00 00 00
Rx:1938-10:21:09.120-02 0D F2 FF F4 03 5F 00 FE
Tx:1939-10:21:09.123-02 55 00 00 00 00 00 00 00
Rx:1940-10:21:10.640-01 0D F3 00 03 03 62 00 FB
Tx:1941-10:21:10.643-01 55 00 00 00 00 00 00 00
Rx:1942-10:21:11.910-02 0D F5 FF F5 03 5B 00 FA
Tx:1943-10:21:11.913-02 55 00 00 00 00 00 00 00
Rx:1944-10:21:12.120-01 0D EA FF FA 03 5B 01 00
Tx:1945-10:21:12.123-01 55 00 00 00 00 00 00 00
Rx:1946-10:21:13.640-02 0D EC 00 14 03 60 00 FF
Tx:1947-10:21:13.643-02 55 00 00 00 00 00 00 00
Rx:1948-10:21:14.910-01 0D FA 00 02 03 5B 00 FD
Tx:1949-10:21:14.913-01 55 00 00 00 00 00 00 00
Rx:1950-10:21:15.120-02 0D F6 00 0C 03 5E 00 FD
Tx:1951-10:21:15.123-02 55 00 00 00 00 00 00 00
Rx:1952-10:21:16.640-01 0E 02 FF FE 03 5B 00 FF
Tx:1953-10:21:16.643-01 55 00 00 00 00 00 00 00
Rx:1954-10:21:17.910-02 0E 0A FF F8 03 59 00 FF
Tx:1955-10:21:17.913-02 55 00 00 00 00 00 00 00
Rx:1956-10:21:18.120-01 0D FD FF F9 03 5D 01 00
Tx:1957-10:21:18.123-01 55 00 00 00 00 00 00 00
Rx:1958-10:21:19.640-02 0D FE 00 05 03 5C 01 03
Tx:1959-10:21:19.643-02 55 00 00 00 00 00 00 00
Rx:1960-10:21:20.910-01 0E 0B 00 04 03 57 01 01
Tx:1961-10:21:20.913-01 55 00 00 00 00 00 00 00
Rx:1962-10:21:21.120-02 0E 13 FF EF 03 54 01 02
Tx:1963-10:21:21.123-02 55 00 00 00 00 00 00 00
Rx:1964-10:21:22.640-01 0E 11 00 12 03 56 01 00
Tx:1965-10:21:22.643-01 55 00 00 00 00 00 00 00
Rx:1966-10:21:23.910-02 0E 0B 00 11 03 5B 01 02
Tx:1967-10:21:23.913-02 55 00 00 00 00 00 00 00
Rx:1968-10:21:24.120-01 0E 15 00 01 03 52 01 08
Tx:1969-10:21:24.123-01 55 00 00 00 00 00 00 00
Rx:1970-10:21:25.640-02 0E 17 00 03 03 59 01 08
Tx:1971-10:21:25.643-02 55 00 00 00 00 00 00 00
Rx:1972-10:21:26.910-01 0E 1A FF F2 03 5A 01 02
Tx:1973-10:21:26.913-01 55 00 00 00 00 00 00 00
Rx:1974-10:21:27.120-02 0E 1F 00 09 03 57 01 08
Tx:1975-10:21:27.123-02 55 00 00 00 00 00 00 00
Rx:1976-10:21:28.640-01 0E 1F 00 0E 03 52 01 03
Tx:1977-10:21:28.643-01 55 00 00 00 00 00 00 00
Rx:1978-10:21:29.910-02 0E 1C 00 09 03 57 01 08
Tx:1979-10:21:29.913-02 55 00 00 00 00 00 00 00
Rx:1980-10:21:30.120-01 0E 2C 00 0F 03 55 01 06
Tx:1981-10:21:30.123-01 55 00 00 00 00 00 00 00
Rx:1982-10:21:31.640-02 0E 23 00 10 03 56 01 08
Tx:1983-10:21:31.643-02 55 00 00 00 00 00 00 00
Rx:1984-10:21:32.910-01 0E 34 00 0D 03 55 01 08
Tx:1985-10:21:32.913-01 55 00 00 00 00 00 00 00
Rx:1986-10:21:33.120-02 0E 34 FF F2 03 52 01 0D
Tx:1987-10:21:33.123-02 55 00 00 00 00 00 00 00
Rx:1988-10:21:34.640-01 0E 36 00 07 03 51 01 09
Tx:1989-10:21:34.643-01 55 00 00 00 00 00 00 00
Rx:1990-10:21:35.910-02 0E 31 00 07 03 4D 01 0E
Tx:1991-10:21:35.913-02 55 00 00 00 00 00 00 00
Rx:1992-10:21:36.120-01 0E 3A 00 0A 03 4F 01 07
Tx:1993-10:21:36.123-01 55 00 00 00 00 00 00 00
Rx:1994-10:21:37.640-02 0E 34 FF F5 03 4E 01 08
Tx:1995-10:21:37.643-02 55 00 00 00 00 00 00 00
Rx:1996-10:21:38.910-01 0E 36 00 03 03 4D 01 0E
Tx:1997-10:21:38.913-01 55 00 00 00 00 00 00 00
Rx:1998-10:21:39.120-02 0E 3B FF EC 03 4C 01 0A
Tx:1999-10:21:39.123-02 55 00 00 00 00 00 00 00
