id,active_electric_energy,date,floor,total_apparent_power,MAC,Device
8596787,3679.597,2025-11-14 00:12:22.132277389,1,1.793,03:08:DC:AB:CD:EF,PWR_03
8596788,3679.597,2025-11-14 00:12:24.938401988,1,1.797,03:08:DC:AB:CD:EF,PWR_03
8596789,3679.599,2025-11-14 00:12:27.662344791,1,1.808,03:08:DC:AB:CD:EF,PWR_03
8596790,3679.599,2025-11-14 00:12:30.597358727,1,1.818,03:08:DC:AB:CD:EF,PWR_03
8596791,3679.6,2025-11-14 00:12:33.402450727,1,1.805,03:08:DC:AB:CD:EF,PWR_03
8596792,3679.602,2025-11-14 00:12:36.270370844,1,1.782,03:08:DC:AB:CD:EF,PWR_03
8596793,3679.602,2025-11-14 00:12:39.262996213,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8596794,3679.604,2025-11-14 00:12:42.230337888,1,1.792,03:08:DC:AB:CD:EF,PWR_03
8596795,3679.605,2025-11-14 00:12:45.046121287,1,1.798,03:08:DC:AB:CD:EF,PWR_03
8596796,3679.605,2025-11-14 00:12:47.939984940,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8596797,3679.605,2025-11-14 00:12:50.654480562,1,1.802,03:08:DC:AB:CD:EF,PWR_03
8596798,3679.607,2025-11-14 00:12:53.661398667,1,1.85,03:08:DC:AB:CD:EF,PWR_03
8596799,3679.609,2025-11-14 00:12:56.609512184,1,1.836,03:08:DC:AB:CD:EF,PWR_03
8596800,3679.609,2025-11-14 00:12:59.711404423,1,1.829,03:08:DC:AB:CD:EF,PWR_03
8596801,3679.61,2025-11-14 00:13:02.543449519,1,1.818,03:08:DC:AB:CD:EF,PWR_03
8596802,3679.612,2025-11-14 00:13:05.375283387,1,1.858,03:08:DC:AB:CD:EF,PWR_03
8596803,3679.612,2025-11-14 00:13:08.343364384,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8596804,3679.615,2025-11-14 00:13:11.144219872,1,1.823,03:08:DC:AB:CD:EF,PWR_03
8596805,3679.615,2025-11-14 00:13:13.809261444,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8596806,3679.615,2025-11-14 00:13:16.771427053,1,1.792,03:08:DC:AB:CD:EF,PWR_03
8596807,3679.617,2025-11-14 00:13:19.837129035,1,1.839,03:08:DC:AB:CD:EF,PWR_03
8596808,3679.619,2025-11-14 00:13:22.575243911,1,1.842,03:08:DC:AB:CD:EF,PWR_03
8596809,3679.619,2025-11-14 00:13:25.455926111,1,1.824,03:08:DC:AB:CD:EF,PWR_03
8596810,3679.621,2025-11-14 00:13:28.554021978,1,1.822,03:08:DC:AB:CD:EF,PWR_03
8596811,3679.622,2025-11-14 00:13:31.476735877,1,1.795,03:08:DC:AB:CD:EF,PWR_03
8596812,3679.622,2025-11-14 00:13:34.307180289,1,1.809,03:08:DC:AB:CD:EF,PWR_03
8596813,3679.625,2025-11-14 00:13:36.940094104,1,1.782,03:08:DC:AB:CD:EF,PWR_03
8596814,3679.625,2025-11-14 00:13:39.731377278,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596815,3679.627,2025-11-14 00:13:42.766651059,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8596816,3679.629,2025-11-14 00:13:45.720973152,1,1.768,03:08:DC:AB:CD:EF,PWR_03
8596817,3679.629,2025-11-14 00:13:48.273034222,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8596818,3679.631,2025-11-14 00:13:51.099252256,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596819,3679.633,2025-11-14 00:13:53.934652064,1,1.769,03:08:DC:AB:CD:EF,PWR_03
8596820,3679.633,2025-11-14 00:13:56.920038428,1,1.778,03:08:DC:AB:CD:EF,PWR_03
8596821,3679.633,2025-11-14 00:13:59.733075878,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8596822,3679.635,2025-11-14 00:14:02.637379552,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8596823,3679.635,2025-11-14 00:14:05.655563377,1,1.769,03:08:DC:AB:CD:EF,PWR_03
8596824,3679.635,2025-11-14 00:14:08.429343992,1,1.804,03:08:DC:AB:CD:EF,PWR_03
8596825,3679.639,2025-11-14 00:14:11.146677758,1,1.769,03:08:DC:AB:CD:EF,PWR_03
8596826,3679.639,2025-11-14 00:14:14.067621095,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8596827,3679.639,2025-11-14 00:14:16.882145495,1,1.779,03:08:DC:AB:CD:EF,PWR_03
8596828,3679.641,2025-11-14 00:14:19.850659417,1,1.793,03:08:DC:AB:CD:EF,PWR_03
8596829,3679.643,2025-11-14 00:14:22.365931045,1,1.773,03:08:DC:AB:CD:EF,PWR_03
8596830,3679.643,2025-11-14 00:14:25.270305503,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596831,3679.644,2025-11-14 00:14:28.403837115,1,1.787,03:08:DC:AB:CD:EF,PWR_03
8596832,3679.644,2025-11-14 00:14:31.056990622,1,1.789,03:08:DC:AB:CD:EF,PWR_03
8596833,3679.645,2025-11-14 00:14:33.727460352,1,1.769,03:08:DC:AB:CD:EF,PWR_03
8596834,3679.647,2025-11-14 00:14:36.789909256,1,1.782,03:08:DC:AB:CD:EF,PWR_03
8596835,3679.647,2025-11-14 00:14:39.713117251,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596836,3679.649,2025-11-14 00:14:42.530197011,1,1.779,03:08:DC:AB:CD:EF,PWR_03
8596837,3679.651,2025-11-14 00:14:45.652345211,1,1.811,03:08:DC:AB:CD:EF,PWR_03
8596838,3679.651,2025-11-14 00:14:48.452055510,1,1.808,03:08:DC:AB:CD:EF,PWR_03
8596839,3679.653,2025-11-14 00:14:51.030781453,1,1.818,03:08:DC:AB:CD:EF,PWR_03
8596840,3679.653,2025-11-14 00:14:54.217504364,1,1.825,03:08:DC:AB:CD:EF,PWR_03
8596841,3679.654,2025-11-14 00:14:56.849686023,1,1.816,03:08:DC:AB:CD:EF,PWR_03
8596842,3679.654,2025-11-14 00:14:59.790898088,1,1.834,03:08:DC:AB:CD:EF,PWR_03
8596843,3679.655,2025-11-14 00:15:02.554605441,1,1.811,03:08:DC:AB:CD:EF,PWR_03
8596844,3679.657,2025-11-14 00:15:05.617739089,1,1.789,03:08:DC:AB:CD:EF,PWR_03
8596845,3679.657,2025-11-14 00:15:08.680282324,1,1.817,03:08:DC:AB:CD:EF,PWR_03
8596846,3679.659,2025-11-14 00:15:11.407325297,1,1.872,03:08:DC:AB:CD:EF,PWR_03
8596847,3679.661,2025-11-14 00:15:14.229152006,1,1.828,03:08:DC:AB:CD:EF,PWR_03
8596848,3679.661,2025-11-14 00:15:17.020005081,1,1.845,03:08:DC:AB:CD:EF,PWR_03
8596849,3679.663,2025-11-14 00:15:20.071090739,1,1.789,03:08:DC:AB:CD:EF,PWR_03
8596850,3679.664,2025-11-14 00:15:22.787662183,1,1.773,03:08:DC:AB:CD:EF,PWR_03
8596851,3679.664,2025-11-14 00:15:25.745796105,1,1.858,03:08:DC:AB:CD:EF,PWR_03
8596852,3679.664,2025-11-14 00:15:28.524146653,1,1.83,03:08:DC:AB:CD:EF,PWR_03
8596853,3679.667,2025-11-14 00:15:31.379090932,1,1.923,03:08:DC:AB:CD:EF,PWR_03
8596854,3679.667,2025-11-14 00:15:34.304419049,1,1.833,03:08:DC:AB:CD:EF,PWR_03
8596855,3679.669,2025-11-14 00:15:37.114181719,1,1.873,03:08:DC:AB:CD:EF,PWR_03
8596856,3679.671,2025-11-14 00:15:40.242201030,1,1.828,03:08:DC:AB:CD:EF,PWR_03
8596857,3679.671,2025-11-14 00:15:43.057454010,1,1.789,03:08:DC:AB:CD:EF,PWR_03
8596858,3679.672,2025-11-14 00:15:45.672231505,1,1.821,03:08:DC:AB:CD:EF,PWR_03
8596859,3679.672,2025-11-14 00:15:48.515322908,1,1.844,03:08:DC:AB:CD:EF,PWR_03
8596860,3679.674,2025-11-14 00:15:51.382087094,1,1.812,03:08:DC:AB:CD:EF,PWR_03
8596861,3679.676,2025-11-14 00:15:54.189301275,1,1.825,03:08:DC:AB:CD:EF,PWR_03
8596862,3679.677,2025-11-14 00:15:57.375370611,1,1.795,03:08:DC:AB:CD:EF,PWR_03
8596863,3679.678,2025-11-14 00:16:00.139395273,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8596864,3679.68,2025-11-14 00:16:02.907914609,1,1.78,03:08:DC:AB:CD:EF,PWR_03
8596865,3679.68,2025-11-14 00:16:05.580078161,1,1.792,03:08:DC:AB:CD:EF,PWR_03
8596866,3679.68,2025-11-14 00:16:08.751276985,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8596867,3679.683,2025-11-14 00:16:11.532173593,1,1.831,03:08:DC:AB:CD:EF,PWR_03
8596868,3679.683,2025-11-14 00:16:14.152454985,1,1.818,03:08:DC:AB:CD:EF,PWR_03
8596869,3679.683,2025-11-14 00:16:17.287851939,1,1.787,03:08:DC:AB:CD:EF,PWR_03
8596870,3679.685,2025-11-14 00:16:19.949153688,1,1.791,03:08:DC:AB:CD:EF,PWR_03
8596871,3679.687,2025-11-14 00:16:23.038691735,1,1.834,03:08:DC:AB:CD:EF,PWR_03
8596872,3679.687,2025-11-14 00:16:25.755750716,1,1.819,03:08:DC:AB:CD:EF,PWR_03
8596873,3679.687,2025-11-14 00:16:28.595785382,1,1.768,03:08:DC:AB:CD:EF,PWR_03
8596874,3679.69,2025-11-14 00:16:31.644232948,1,1.78,03:08:DC:AB:CD:EF,PWR_03
8596875,3679.69,2025-11-14 00:16:34.369069163,1,1.82,03:08:DC:AB:CD:EF,PWR_03
8596876,3679.69,2025-11-14 00:16:37.023837455,1,1.825,03:08:DC:AB:CD:EF,PWR_03
8596877,3679.693,2025-11-14 00:16:39.976177018,1,1.818,03:08:DC:AB:CD:EF,PWR_03
8596878,3679.693,2025-11-14 00:16:42.739629629,1,1.812,03:08:DC:AB:CD:EF,PWR_03
8596879,3679.693,2025-11-14 00:16:45.825182106,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8596880,3679.697,2025-11-14 00:16:48.568567306,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8596881,3679.697,2025-11-14 00:16:51.388233776,1,1.781,03:08:DC:AB:CD:EF,PWR_03
8596882,3679.697,2025-11-14 00:16:54.286435221,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596883,3679.699,2025-11-14 00:16:57.234292033,1,1.794,03:08:DC:AB:CD:EF,PWR_03
8596884,3679.7,2025-11-14 00:17:00.236780855,1,1.797,03:08:DC:AB:CD:EF,PWR_03
8596885,3679.7,2025-11-14 00:17:03.121623448,1,1.798,03:08:DC:AB:CD:EF,PWR_03
8596886,3679.701,2025-11-14 00:17:05.958141351,1,1.837,03:08:DC:AB:CD:EF,PWR_03
8596887,3679.703,2025-11-14 00:17:08.592308876,1,1.809,03:08:DC:AB:CD:EF,PWR_03
8596888,3679.703,2025-11-14 00:17:11.500567891,1,1.816,03:08:DC:AB:CD:EF,PWR_03
8596889,3679.705,2025-11-14 00:17:14.671600009,1,1.769,03:08:DC:AB:CD:EF,PWR_03
8596890,3679.705,2025-11-14 00:17:17.445192863,1,1.782,03:08:DC:AB:CD:EF,PWR_03
8596891,3679.707,2025-11-14 00:17:20.082989586,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596892,3679.709,2025-11-14 00:17:23.122016329,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8596893,3679.709,2025-11-14 00:17:26.055564389,1,1.781,03:08:DC:AB:CD:EF,PWR_03
8596894,3679.71,2025-11-14 00:17:28.966288654,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8596895,3679.711,2025-11-14 00:17:31.794336707,1,1.826,03:08:DC:AB:CD:EF,PWR_03
8596896,3679.711,2025-11-14 00:17:34.587855330,1,1.772,03:08:DC:AB:CD:EF,PWR_03
8596897,3679.711,2025-11-14 00:17:37.361600960,1,1.825,03:08:DC:AB:CD:EF,PWR_03
8596898,3679.715,2025-11-14 00:17:40.447809468,1,1.845,03:08:DC:AB:CD:EF,PWR_03
8596899,3679.715,2025-11-14 00:17:43.285722297,1,1.831,03:08:DC:AB:CD:EF,PWR_03
8596900,3679.717,2025-11-14 00:17:46.130046520,1,1.82,03:08:DC:AB:CD:EF,PWR_03
8596901,3679.719,2025-11-14 00:17:49.003383862,1,1.759,03:08:DC:AB:CD:EF,PWR_03
8596902,3679.719,2025-11-14 00:17:51.850145442,1,1.766,03:08:DC:AB:CD:EF,PWR_03
8596903,3679.72,2025-11-14 00:17:54.839676936,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8596904,3679.72,2025-11-14 00:17:57.437111155,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596905,3679.721,2025-11-14 00:18:00.224847583,1,1.768,03:08:DC:AB:CD:EF,PWR_03
8596906,3679.723,2025-11-14 00:18:03.175775942,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8596907,3679.723,2025-11-14 00:18:05.988340135,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8596908,3679.723,2025-11-14 00:18:09.072411378,1,1.772,03:08:DC:AB:CD:EF,PWR_03
8596909,3679.727,2025-11-14 00:18:11.720432586,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8596910,3679.727,2025-11-14 00:18:14.846138928,1,1.813,03:08:DC:AB:CD:EF,PWR_03
8596911,3679.727,2025-11-14 00:18:17.617376143,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596912,3679.732,2025-11-14 00:18:20.603557060,1,1.811,03:08:DC:AB:CD:EF,PWR_03
8596913,3679.732,2025-11-14 00:18:23.298860847,1,1.829,03:08:DC:AB:CD:EF,PWR_03
8596914,3679.732,2025-11-14 00:18:26.319892888,1,1.823,03:08:DC:AB:CD:EF,PWR_03
8596915,3679.733,2025-11-14 00:18:28.967379982,1,1.818,03:08:DC:AB:CD:EF,PWR_03
8596916,3679.735,2025-11-14 00:18:32.059722445,1,1.812,03:08:DC:AB:CD:EF,PWR_03
8596917,3679.735,2025-11-14 00:18:34.817740342,1,1.772,03:08:DC:AB:CD:EF,PWR_03
8596918,3679.735,2025-11-14 00:18:37.566294796,1,1.779,03:08:DC:AB:CD:EF,PWR_03
8596919,3679.739,2025-11-14 00:18:40.557195159,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8596920,3679.739,2025-11-14 00:18:43.545396166,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8596921,3679.739,2025-11-14 00:18:46.325951299,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8596922,3679.742,2025-11-14 00:18:49.212580427,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8596923,3679.742,2025-11-14 00:18:51.884283561,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596924,3679.742,2025-11-14 00:18:54.589409417,1,1.773,03:08:DC:AB:CD:EF,PWR_03
8596925,3679.744,2025-11-14 00:18:57.731069514,1,1.789,03:08:DC:AB:CD:EF,PWR_03
8596926,3679.745,2025-11-14 00:19:00.250137563,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8596927,3679.745,2025-11-14 00:19:03.074848154,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8596928,3679.747,2025-11-14 00:19:06.164739456,1,1.794,03:08:DC:AB:CD:EF,PWR_03
8596929,3679.749,2025-11-14 00:19:08.967772171,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596930,3679.749,2025-11-14 00:19:11.985560679,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596931,3679.75,2025-11-14 00:19:14.806063139,1,1.766,03:08:DC:AB:CD:EF,PWR_03
8596932,3679.75,2025-11-14 00:19:17.781497409,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8596933,3679.752,2025-11-14 00:19:20.559194729,1,1.773,03:08:DC:AB:CD:EF,PWR_03
8596934,3679.754,2025-11-14 00:19:23.242639529,1,1.779,03:08:DC:AB:CD:EF,PWR_03
8596935,3679.754,2025-11-14 00:19:26.455898606,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596936,3679.754,2025-11-14 00:19:28.915166413,1,1.785,03:08:DC:AB:CD:EF,PWR_03
8596937,3679.757,2025-11-14 00:19:32.057723290,1,1.778,03:08:DC:AB:CD:EF,PWR_03
8596938,3679.757,2025-11-14 00:19:34.834506412,1,1.764,03:08:DC:AB:CD:EF,PWR_03
8596939,3679.757,2025-11-14 00:19:37.676402846,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8596940,3679.76,2025-11-14 00:19:40.428257705,1,1.781,03:08:DC:AB:CD:EF,PWR_03
8596941,3679.76,2025-11-14 00:19:43.368813354,1,1.768,03:08:DC:AB:CD:EF,PWR_03
8596942,3679.76,2025-11-14 00:19:46.297704897,1,1.824,03:08:DC:AB:CD:EF,PWR_03
8596943,3679.762,2025-11-14 00:19:49.238023506,1,1.829,03:08:DC:AB:CD:EF,PWR_03
8596944,3679.764,2025-11-14 00:19:52.071244994,1,1.844,03:08:DC:AB:CD:EF,PWR_03
8596945,3679.766,2025-11-14 00:19:54.848155129,1,1.832,03:08:DC:AB:CD:EF,PWR_03
8596946,3679.766,2025-11-14 00:19:57.930563801,1,1.785,03:08:DC:AB:CD:EF,PWR_03
8596947,3679.767,2025-11-14 00:20:00.980179448,1,1.795,03:08:DC:AB:CD:EF,PWR_03
8596948,3679.768,2025-11-14 00:20:03.772127973,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8596949,3679.768,2025-11-14 00:20:06.726180689,1,1.822,03:08:DC:AB:CD:EF,PWR_03
8596950,3679.77,2025-11-14 00:20:09.861641511,1,1.829,03:08:DC:AB:CD:EF,PWR_03
8596951,3679.772,2025-11-14 00:20:12.532787199,1,1.834,03:08:DC:AB:CD:EF,PWR_03
8596952,3679.772,2025-11-14 00:20:15.445049054,1,1.81,03:08:DC:AB:CD:EF,PWR_03
8596953,3679.772,2025-11-14 00:20:18.396820619,1,1.81,03:08:DC:AB:CD:EF,PWR_03
8596954,3679.776,2025-11-14 00:20:20.898890010,1,1.829,03:08:DC:AB:CD:EF,PWR_03
8596955,3679.776,2025-11-14 00:20:24.096740748,1,1.778,03:08:DC:AB:CD:EF,PWR_03
8596956,3679.776,2025-11-14 00:20:26.738382377,1,1.778,03:08:DC:AB:CD:EF,PWR_03
8596957,3679.778,2025-11-14 00:20:29.913781646,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596958,3679.778,2025-11-14 00:20:32.717852543,1,1.788,03:08:DC:AB:CD:EF,PWR_03
8596959,3679.778,2025-11-14 00:20:35.685093400,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596960,3679.78,2025-11-14 00:20:38.660211715,1,1.773,03:08:DC:AB:CD:EF,PWR_03
8596961,3679.784,2025-11-14 00:20:41.298457144,1,1.779,03:08:DC:AB:CD:EF,PWR_03
8596962,3679.784,2025-11-14 00:20:44.101931716,1,1.785,03:08:DC:AB:CD:EF,PWR_03
8596963,3679.786,2025-11-14 00:20:47.188451084,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8596964,3679.788,2025-11-14 00:20:49.888436883,1,1.796,03:08:DC:AB:CD:EF,PWR_03
8596965,3679.788,2025-11-14 00:20:52.734944964,1,1.778,03:08:DC:AB:CD:EF,PWR_03
8596966,3679.789,2025-11-14 00:20:55.558970361,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8596967,3679.789,2025-11-14 00:20:58.706821536,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8596968,3679.79,2025-11-14 00:21:01.278310635,1,1.814,03:08:DC:AB:CD:EF,PWR_03
8596969,3679.792,2025-11-14 00:21:04.155000357,1,1.807,03:08:DC:AB:CD:EF,PWR_03
8596970,3679.792,2025-11-14 00:21:07.406002531,1,1.792,03:08:DC:AB:CD:EF,PWR_03
8596971,3679.794,2025-11-14 00:21:09.953599009,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596972,3679.796,2025-11-14 00:21:13.121645392,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8596973,3679.796,2025-11-14 00:21:15.723225837,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596974,3679.796,2025-11-14 00:21:18.731585122,1,1.77,03:08:DC:AB:CD:EF,PWR_03
8596975,3679.799,2025-11-14 00:21:21.533319541,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8596976,3679.799,2025-11-14 00:21:24.657719567,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8596977,3679.799,2025-11-14 00:21:27.540725232,1,1.788,03:08:DC:AB:CD:EF,PWR_03
8596978,3679.802,2025-11-14 00:21:30.451026342,1,1.766,03:08:DC:AB:CD:EF,PWR_03
8596979,3679.802,2025-11-14 00:21:33.043938694,1,1.765,03:08:DC:AB:CD:EF,PWR_03
8596980,3679.802,2025-11-14 00:21:35.759127233,1,1.8,03:08:DC:AB:CD:EF,PWR_03
8596981,3679.804,2025-11-14 00:21:38.619173680,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8596982,3679.806,2025-11-14 00:21:41.475670550,1,1.767,03:08:DC:AB:CD:EF,PWR_03
8596983,3679.806,2025-11-14 00:21:44.355038049,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8596984,3679.807,2025-11-14 00:21:47.217254457,1,1.787,03:08:DC:AB:CD:EF,PWR_03
8596985,3679.809,2025-11-14 00:21:50.475153865,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8596986,3679.809,2025-11-14 00:21:53.117258219,1,1.765,03:08:DC:AB:CD:EF,PWR_03
8596987,3679.811,2025-11-14 00:21:55.997405161,1,1.882,03:08:DC:AB:CD:EF,PWR_03
8596988,3679.811,2025-11-14 00:21:59.164625827,1,1.882,03:08:DC:AB:CD:EF,PWR_03
8596989,3679.812,2025-11-14 00:22:01.971982879,1,1.875,03:08:DC:AB:CD:EF,PWR_03
8596990,3679.814,2025-11-14 00:22:04.994434623,1,1.886,03:08:DC:AB:CD:EF,PWR_03
8596991,3679.814,2025-11-14 00:22:07.701110505,1,1.817,03:08:DC:AB:CD:EF,PWR_03
8596992,3679.816,2025-11-14 00:22:10.703007479,1,1.77,03:08:DC:AB:CD:EF,PWR_03
8596993,3679.817,2025-11-14 00:22:13.359841710,1,1.765,03:08:DC:AB:CD:EF,PWR_03
8596994,3679.817,2025-11-14 00:22:16.379709990,1,1.77,03:08:DC:AB:CD:EF,PWR_03
8596995,3679.819,2025-11-14 00:22:19.185003095,1,1.77,03:08:DC:AB:CD:EF,PWR_03
8596996,3679.821,2025-11-14 00:22:21.970896241,1,1.787,03:08:DC:AB:CD:EF,PWR_03
8596997,3679.821,2025-11-14 00:22:24.996052113,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8596998,3679.821,2025-11-14 00:22:27.911939365,1,1.775,03:08:DC:AB:CD:EF,PWR_03
8596999,3679.824,2025-11-14 00:22:31.080767521,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8597000,3679.824,2025-11-14 00:22:33.634674031,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8597001,3679.824,2025-11-14 00:22:36.760460172,1,1.794,03:08:DC:AB:CD:EF,PWR_03
8597002,3679.827,2025-11-14 00:22:39.555904361,1,1.788,03:08:DC:AB:CD:EF,PWR_03
8597003,3679.827,2025-11-14 00:22:42.232925052,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8597004,3679.827,2025-11-14 00:22:45.065749743,1,1.781,03:08:DC:AB:CD:EF,PWR_03
8597005,3679.829,2025-11-14 00:22:48.135806661,1,1.776,03:08:DC:AB:CD:EF,PWR_03
8597006,3679.831,2025-11-14 00:22:50.919414895,1,1.796,03:08:DC:AB:CD:EF,PWR_03
8597007,3679.831,2025-11-14 00:22:53.741585746,1,1.794,03:08:DC:AB:CD:EF,PWR_03
8597008,3679.833,2025-11-14 00:22:56.609553387,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8597009,3679.834,2025-11-14 00:22:59.273618100,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8597010,3679.835,2025-11-14 00:23:02.604096287,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8597011,3679.836,2025-11-14 00:23:05.220604020,1,1.77,03:08:DC:AB:CD:EF,PWR_03
8597012,3679.836,2025-11-14 00:23:08.094179610,1,1.779,03:08:DC:AB:CD:EF,PWR_03
8597013,3679.838,2025-11-14 00:23:11.160461223,1,1.78,03:08:DC:AB:CD:EF,PWR_03
8597014,3679.84,2025-11-14 00:23:13.876534871,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8597015,3679.84,2025-11-14 00:23:16.740780793,1,1.786,03:08:DC:AB:CD:EF,PWR_03
8597016,3679.84,2025-11-14 00:23:19.652006181,1,1.787,03:08:DC:AB:CD:EF,PWR_03
8597017,3679.844,2025-11-14 00:23:22.501302798,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8597018,3679.844,2025-11-14 00:23:25.422414871,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8597019,3679.844,2025-11-14 00:23:28.139626739,1,1.771,03:08:DC:AB:CD:EF,PWR_03
8597020,3679.846,2025-11-14 00:23:30.967910101,1,1.777,03:08:DC:AB:CD:EF,PWR_03
8597021,3679.846,2025-11-14 00:23:33.817419302,1,1.783,03:08:DC:AB:CD:EF,PWR_03
8597022,3679.846,2025-11-14 00:23:36.796687134,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8597023,3679.848,2025-11-14 00:23:39.467051348,1,1.774,03:08:DC:AB:CD:EF,PWR_03
8597024,3679.85,2025-11-14 00:23:42.620723574,1,1.787,03:08:DC:AB:CD:EF,PWR_03
8597025,3679.85,2025-11-14 00:23:45.277341398,1,1.82,03:08:DC:AB:CD:EF,PWR_03
8597026,3679.852,2025-11-14 00:23:48.202145791,1,1.824,03:08:DC:AB:CD:EF,PWR_03
8597027,3679.854,2025-11-14 00:23:51.286852259,1,1.825,03:08:DC:AB:CD:EF,PWR_03
8597028,3679.854,2025-11-14 00:23:53.957209625,1,1.816,03:08:DC:AB:CD:EF,PWR_03
8597029,3679.855,2025-11-14 00:23:57.029186475,1,1.823,03:08:DC:AB:CD:EF,PWR_03
8597030,3679.856,2025-11-14 00:23:59.712176335,1,1.78,03:08:DC:AB:CD:EF,PWR_03
8597031,3679.856,2025-11-14 00:24:02.669141410,1,1.784,03:08:DC:AB:CD:EF,PWR_03
8597032,3679.858,2025-11-14 00:24:05.565850438,1,1.824,03:08:DC:AB:CD:EF,PWR_03
8597033,3679.858,2025-11-14 00:24:08.037530275,1,1.84,03:08:DC:AB:CD:EF,PWR_03
8597034,3679.86,2025-11-14 00:24:11.280935629,1,1.832,03:08:DC:AB:CD:EF,PWR_03
8597035,3679.862,2025-11-14 00:24:14.188718868,1,1.833,03:08:DC:AB:CD:EF,PWR_03
8597036,3679.862,2025-11-14 00:24:17.026005181,1,2.008,03:08:DC:AB:CD:EF,PWR_03
8597037,3679.864,2025-11-14 00:24:19.994823958,1,1.978,03:08:DC:AB:CD:EF,PWR_03
8597038,3679.865,2025-11-14 00:24:22.636954151,1,1.983,03:08:DC:AB:CD:EF,PWR_03
8597039,3679.865,2025-11-14 00:24:25.719998558,1,2.253,03:08:DC:AB:CD:EF,PWR_03
8597040,3679.867,2025-11-14 00:24:28.626250233,1,2.222,03:08:DC:AB:CD:EF,PWR_03
8597041,3679.868,2025-11-14 00:24:31.443304246,1,2.222,03:08:DC:AB:CD:EF,PWR_03
8597042,3679.87,2025-11-14 00:24:34.387025835,1,2.226,03:08:DC:AB:CD:EF,PWR_03
8597043,3679.872,2025-11-14 00:24:37.125523569,1,2.234,03:08:DC:AB:CD:EF,PWR_03
8597044,3679.874,2025-11-14 00:24:40.021108339,1,2.259,03:08:DC:AB:CD:EF,PWR_03
